Date,Open,High,Low,Close,Volume
2024-09-27,253.1900,253.2100,246.1200,247.7400,7128600
2024-09-30,244.1500,247.0100,241.8700,245.4500,6252500
2024-10-01,245.6300,246.5800,237.0000,238.8800,7751800
2024-10-02,239.1700,244.4500,237.5900,242.3200,5842600
2024-10-03,241.5500,247.1500,241.3400,244.5500,5926900
2024-10-04,249.2100,249.2100,244.3300,247.8200,5771300
2024-10-07,246.5300,250.6000,246.3100,248.2200,4958800
2024-10-08,249.1600,253.1700,247.8800,252.5200,4435300
2024-10-09,252.9900,255.4100,250.2100,255.1500,4063400
2024-10-10,252.5100,255.8700,251.0000,254.6500,4044600
2024-10-11,253.6100,257.3000,253.6000,256.6900,4202900
2024-10-14,258.5200,262.2600,258.4200,261.2800,4608600
2024-10-15,261.0000,262.1100,245.5800,247.1600,14128900
2024-10-16,249.8300,249.8300,245.5000,247.3200,5692300
2024-10-17,255.1800,256.1700,251.5000,251.5800,6745000
2024-10-18,253.5000,253.5200,250.8600,251.5100,3720700
2024-10-21,251.0000,253.0500,249.4900,252.8400,3923400
2024-10-22,251.3300,252.4900,249.6700,251.6900,3629100
2024-10-23,250.4500,251.6700,245.8400,249.0100,4971600
2024-10-24,250.8700,251.2000,248.2000,250.0600,2595500
2024-10-25,252.4900,256.5500,252.3000,252.9600,6835900
2024-10-28,252.7700,253.0500,251.0000,251.2100,3557300
2024-10-29,251.9000,258.3300,250.8600,256.9200,5392800
2024-10-30,251.7400,253.0000,249.4500,250.6800,5348400
2024-10-31,248.2700,248.2700,240.2800,241.6800,9464700
2024-11-01,244.1900,247.2900,243.3500,244.7500,5521000
2024-11-04,245.3100,247.5100,243.4100,244.2700,5199200
2024-11-05,245.2500,249.0400,245.0800,248.3100,4344200
2024-11-06,252.2900,255.6900,250.2100,254.8100,7284400
2024-11-07,258.3900,261.1500,258.1400,261.0200,5370200
2024-11-08,260.7600,261.8800,257.9200,259.3400,3915600
2024-11-11,257.9200,258.0500,250.9900,253.5300,7667300
2024-11-12,253.1000,253.5700,248.8600,251.8600,6574000
2024-11-13,250.6500,251.1800,247.2200,247.6300,5537900
2024-11-14,249.5600,250.9600,247.3800,248.1800,4607600
2024-11-15,244.1700,244.5700,238.8000,239.9500,9499700
2024-11-18,239.0300,242.1700,237.3900,241.5400,7696500
2024-11-19,241.1000,244.2700,240.6000,244.1800,4505200
2024-11-20,243.3300,243.7500,238.6500,242.5400,7585600
2024-11-21,245.5200,248.1900,239.6000,246.1000,8825400
2024-11-22,245.9700,246.6400,243.3100,244.6200,4746300
2024-11-25,246.3500,246.3500,242.2800,243.6600,4562700
2024-11-26,245.8200,246.1200,239.8900,241.4200,4996500
2024-11-27,239.6600,239.8000,234.1700,238.2500,6911600
2024-11-29,240.0000,244.4900,239.5900,242.1300,5607400
2024-12-02,243.3500,249.1500,243.3500,247.8700,8070300
2024-12-03,246.9300,248.6800,245.9300,248.4200,3227300
2024-12-04,252.2300,253.0700,249.3200,252.6300,5457400
2024-12-05,251.8900,252.1600,247.5800,248.3000,3872100
2024-12-06,247.8800,249.4200,247.2100,248.6100,3885300
2024-12-09,246.2200,248.9600,244.9300,246.0700,4532600
2024-12-10,246.4300,247.1500,238.3700,239.8800,6402400
2024-12-11,243.6500,247.0400,241.7300,245.7500,5588400
2024-12-12,244.0100,244.6400,241.9300,243.3700,3979300
2024-12-13,249.5200,251.6300,246.0500,249.4900,8628300
2024-12-16,250.5000,254.3600,248.9200,253.2500,4893000
2024-12-17,250.4800,251.1700,248.0300,249.9600,4027800
2024-12-18,252.1600,254.4700,240.4500,241.9900,8125800
2024-12-19,243.0000,243.2500,238.3500,238.8700,6893100
2024-12-20,237.4000,245.2600,236.5400,242.7100,6909300
2024-12-23,243.5300,249.5900,243.5300,249.2200,6650100
2024-12-24,250.4400,251.3700,249.3800,251.3700,2097400
2024-12-26,250.4200,252.3900,248.8800,250.9300,2169300
2024-12-27,249.2800,250.0700,245.1600,248.4000,3812300
2024-12-30,244.6200,247.3500,242.7300,244.6600,3532100
2024-12-31,245.5100,246.0500,241.4000,242.1700,3071800
2025-01-02,244.5200,247.7500,242.2500,244.7900,4464000
2025-01-03,247.0000,252.3300,246.6800,251.8800,4994400
2025-01-06,258.6700,263.2900,258.5000,260.2300,10533200
2025-01-07,263.4200,263.5800,253.0500,254.0400,7661100
2025-01-08,253.5600,254.3300,249.5100,252.2300,5189500
2025-01-10,249.4100,249.5900,244.9200,247.1800,6901500
2025-01-13,241.0700,244.9300,240.6200,244.6400,6007500
2025-01-14,247.7300,248.3800,242.3900,245.4400,3791500
2025-01-15,249.2500,252.0700,247.7000,251.2100,5316800
2025-01-16,257.1100,257.2000,252.1500,252.2900,5696100
2025-01-17,257.9800,258.6800,255.6100,258.2500,5387300
2025-01-21,260.8000,264.3200,258.4500,262.3900,4923000
2025-01-22,266.0000,269.6600,265.1400,267.1700,6616500
2025-01-23,263.0200,266.8600,261.9000,266.8500,4704900
2025-01-24,267.4000,267.4300,260.6200,261.5300,5119900
2025-01-27,242.4800,245.0800,232.2400,235.8100,21944900
2025-01-28,237.8900,241.0300,232.2600,240.4500,11707300
2025-01-29,242.4100,242.4500,236.6400,239.5300,8366000
2025-01-30,243.4200,245.8500,240.6700,245.1700,7676300
2025-01-31,246.1700,251.4600,242.9200,243.6200,8009900
2025-02-03,235.9700,241.6400,235.1200,238.7800,7479600
2025-02-04,238.8100,242.6200,238.5800,241.4700,4579000
2025-02-05,242.1200,247.5000,240.4000,247.1400,4811100
2025-02-06,247.1800,248.4300,245.6100,248.3500,4877200
2025-02-07,249.5600,250.6500,243.4800,245.0000,7258900
2025-02-10,247.0000,250.2900,247.0000,249.6200,4231300
2025-02-11,247.7000,251.0400,247.4100,249.8700,3134900
2025-02-12,245.7000,248.7400,244.5400,248.5100,4212800
2025-02-13,248.0000,252.0900,247.7900,251.9200,4486100
2025-02-14,252.0000,253.2200,250.6300,252.5800,4279500
2025-02-18,254.7200,257.2000,253.3400,256.2200,6361400
2025-02-19,255.9800,258.3800,253.8800,257.3400,3025400
2025-02-20,258.0700,259.6300,254.9200,257.8000,4401700
2025-02-21,258.3500,258.7000,249.1900,249.9900,7578500
2025-02-24,251.3000,252.0600,243.2800,243.4200,7518000
2025-02-25,242.7100,243.7800,237.3400,238.2500,7658600
2025-02-26,241.6000,246.1200,240.9000,243.8200,6675900
2025-02-27,246.0700,246.3800,228.7000,228.7900,10520600
2025-02-28,228.3700,233.7800,225.6300,232.7700,8654700
2025-03-03,235.3700,235.3700,220.9500,223.0100,10001200
2025-03-04,222.4600,230.8000,218.0500,225.2300,12563100
2025-03-05,227.8200,230.2100,223.4700,229.4000,6799400
2025-03-06,221.9800,226.1600,219.0700,219.7800,9155200
2025-03-07,220.6000,225.7500,217.0700,225.0900,9426800
2025-03-10,219.5700,221.2900,211.5100,214.5300,9616500
2025-03-11,215.2100,219.0200,210.4600,214.2200,7381300
2025-03-12,220.3200,222.9500,218.1800,220.5200,8710800
2025-03-13,220.7800,223.8800,217.8100,219.5500,5126800
2025-03-14,223.3500,226.9600,223.2800,226.5700,5100700
2025-03-17,226.2300,231.0400,226.0200,228.9600,5192200
2025-03-18,226.6300,227.7700,223.8800,225.4200,5196700
2025-03-19,225.4200,231.0200,223.7800,227.4100,4932500
2025-03-20,225.1400,229.0100,224.8900,227.0500,3654700
2025-03-21,222.7700,225.6100,221.4100,224.7700,6319300
2025-03-24,229.2000,232.4200,229.1000,230.6300,6503200
2025-03-25,230.4500,230.6600,228.8500,229.6500,3451800
2025-03-26,228.4000,228.8000,220.0500,222.0100,9591100
2025-03-27,219.0500,220.7000,216.5700,217.7500,9072500
2025-03-28,216.8000,218.0400,211.0500,212.1700,8722100
2025-03-31,207.3300,211.6900,204.5100,211.4700,9477200
2025-04-01,210.9600,212.5400,207.2600,212.4900,6151300
2025-04-02,208.9600,216.6100,208.4700,214.0900,7096200
2025-04-03,202.6900,204.4900,195.3400,195.5700,14299000
2025-04-04,188.7000,190.2900,178.2300,180.8000,22160100
2025-04-07,173.4900,194.8300,170.1100,184.9000,25600300
2025-04-08,192.9900,195.7200,176.0500,179.9500,19097600
2025-04-09,181.7600,212.8100,180.2700,210.8300,22178500
2025-04-10,201.3800,202.5000,189.0400,196.2100,18282500
2025-04-11,195.7000,201.9400,193.7000,201.3100,10156300
2025-04-14,206.6200,206.7800,198.7700,201.6100,9843300
2025-04-15,202.6700,205.1400,201.9400,202.9200,5097800
2025-04-16,193.1600,196.7600,188.5300,194.3500,13067200
2025-04-17,195.8200,196.0000,191.0000,192.5300,7067400
2025-04-21,188.9000,189.3900,184.4000,187.8300,9572700
2025-04-22,190.3500,193.3000,188.9600,191.9000,7242700
2025-04-23,201.5800,203.0800,198.0800,198.9100,11495800
2025-04-24,203.2200,209.2800,202.1800,208.9700,9696200
2025-04-25,207.1800,213.2900,206.5000,211.9700,7487400
2025-04-28,210.8900,212.2100,206.4000,210.6500,5804900
2025-04-29,209.3300,212.2500,208.5200,210.2900,4506200
2025-04-30,205.0200,211.7400,203.8900,211.2800,5974400
2025-05-01,214.9300,216.5300,212.1100,212.3000,6878200
2025-05-02,217.9900,220.9200,217.2400,219.0300,6522200
2025-05-05,217.0300,219.6000,216.9000,217.6100,4536000
2025-05-06,213.6500,217.4400,212.8400,215.5900,5019400
2025-05-07,215.7200,220.9200,214.1900,220.0200,9068800
2025-05-08,222.8500,224.8400,220.1000,221.9500,5919200
2025-05-09,224.5300,225.3600,221.9900,223.4000,3495500
2025-05-12,236.7200,238.6700,234.0500,237.4100,9246900
2025-05-13,239.0500,246.6900,238.6000,245.5600,8665600
2025-05-14,247.6500,249.4400,245.6000,247.9900,7439600
2025-05-15,245.7500,249.0000,244.0800,247.1300,6446300
2025-05-16,247.5400,247.6100,244.1200,246.4200,3800100
2025-05-19,241.4000,246.5000,241.2900,246.0100,4196100
2025-05-20,243.8700,245.6100,242.8800,245.5400,3115200
2025-05-21,243.3300,248.5800,240.0200,241.4700,6392500
2025-05-22,241.0300,243.6100,240.3200,240.8100,5185500
2025-05-23,235.2300,238.8600,234.5900,237.4400,6577200
2025-05-27,242.4900,245.6900,240.6600,244.9700,8858900
2025-05-28,245.2900,246.2100,241.9100,242.3600,10739500
2025-05-29,249.0000,249.2100,242.7000,244.0800,9120100
2025-05-30,243.2300,243.2300,235.3700,239.7500,11064700
2025-06-02,239.1800,244.0300,238.9600,243.3000,4719900
2025-06-03,243.4800,249.1700,242.3500,248.7900,7518700
2025-06-04,250.5700,252.6100,248.3600,251.7500,7258700
2025-06-05,253.7400,256.0600,249.7600,251.3000,8054100
2025-06-06,253.5400,255.5900,252.6400,252.7300,5589700
2025-06-09,255.0000,259.8700,255.0000,256.9600,10841400
2025-06-10,258.3600,262.6800,257.4600,262.0700,9763000
2025-06-11,263.6000,264.9100,259.6900,261.8800,12286000
2025-06-12,260.0600,264.0000,260.0600,263.1500,6781900
2025-06-13,257.5500,260.6000,256.0500,256.9900,11950200
2025-06-16,259.9600,265.0500,259.7800,263.3800,7497700
2025-06-17,262.4400,265.5300,261.3600,261.5900,7284700
2025-06-18,262.7800,264.9100,260.9900,262.5900,7367400
2025-06-20,264.8500,265.0200,257.2200,260.2700,11439900
2025-06-23,259.8500,262.6600,257.1200,261.9200,10420100
2025-06-24,265.9300,271.6200,265.7400,271.5400,9035500
2025-06-25,273.2200,275.2700,272.4500,275.2000,8480000
2025-06-26,277.0800,277.9500,274.9500,277.2000,6789000
2025-06-27,278.1800,280.5000,275.6400,278.4200,8170900
2025-06-30,279.7000,279.9600,277.1000,278.8800,6375800
2025-07-01,276.8000,278.0600,272.1600,275.8400,8931300
2025-07-02,274.8200,281.9200,274.6600,281.2500,8713800
2025-07-03,282.8200,285.1900,282.3100,283.6200,4443000
2025-07-07,281.7600,282.6400,278.5500,279.7600,8616400
2025-07-08,281.6100,284.7300,280.7000,283.4800,8186500
2025-07-09,284.7300,287.8400,283.5700,285.4200,6810700
2025-07-10,287.8900,288.1900,284.5600,287.5200,5635200
2025-07-11,286.4700,288.9400,285.5500,287.4900,5677000
2025-07-14,286.3000,286.5200,281.7400,285.3200,7455800
2025-07-15,291.6700,293.2000,290.0800,290.8000,9892500
2025-07-16,288.5000,289.5700,283.1300,289.2800,10065900
2025-07-17,290.0500,292.5600,287.9800,291.7100,6998300
2025-07-18,292.9100,293.3300,289.3300,290.3100,5522100
2025-07-21,290.6700,293.5300,290.4000,290.5100,5910900
2025-07-22,289.7400,289.8400,282.1200,285.3700,11537500
2025-07-23,285.3000,286.6700,282.9900,286.6100,8194600
2025-07-24,287.1900,288.2700,284.9200,287.8000,5902600
2025-07-25,286.2300,288.0400,285.0600,287.4900,4014900
2025-07-28,289.7800,291.5700,289.2900,291.4100,5671900
2025-07-29,293.5600,296.7300,291.4800,292.9000,6968700
2025-07-30,294.7600,297.3800,293.5900,296.2600,7930300
2025-07-31,294.7000,294.9200,286.0500,288.7800,9928100
2025-08-01,282.9100,286.9400,279.1900,283.9500,14032200
2025-08-04,286.2900,290.3100,285.2100,290.1900,5323200
2025-08-05,290.7400,291.3300,284.2100,287.1000,6918300
2025-08-06,284.8300,287.2300,282.7700,286.6200,6124300
2025-08-07,292.8300,294.7100,288.6200,291.1200,8069400
2025-08-08,291.9300,293.9200,290.6500,293.5300,5121600
2025-08-11,294.5100,297.0900,292.7300,293.4000,5799700
2025-08-12,295.2900,300.2400,293.1500,300.1000,7592800
2025-08-13,301.8400,302.9800,298.5700,301.2800,8959700
2025-08-14,298.0000,302.8000,297.2800,301.9200,5827000
2025-08-15,299.3600,299.3600,293.9400,295.6500,9026300
2025-08-18,294.9200,297.1900,294.7800,296.8600,5577500
2025-08-19,296.8600,297.1200,290.6300,290.8700,8191900
2025-08-20,290.0000,290.0000,281.1500,288.9600,10091000
2025-08-21,287.7800,289.8700,285.8800,287.4600,6067700
2025-08-22,287.6300,296.3600,286.5400,293.6400,5810400
2025-08-25,293.7500,295.7900,292.1200,293.9200,4965000
2025-08-26,294.8200,297.2400,294.6700,296.7500,4967100
2025-08-27,295.8500,298.1000,294.3800,297.6600,5646200
2025-08-28,298.1000,300.7800,295.9800,298.8800,7194000
2025-08-29,295.5600,295.5600,289.1000,290.2900,13420900
2025-09-02,283.0900,286.6700,281.7400,286.4800,11543700
2025-09-03,287.3600,287.9300,283.7800,286.4300,7249600
2025-09-04,285.2400,290.2100,284.3000,289.8600,8079300
2025-09-05,295.0700,295.1500,289.2500,293.2800,9809600
2025-09-08,295.1400,297.8200,294.8000,296.5200,7223200
2025-09-09,297.2200,297.9900,295.1100,297.8100,6797000
2025-09-10,300.5900,302.3800,298.7700,300.8300,10221400
2025-09-11,303.5400,305.5600,303.1700,303.9300,7312400
2025-09-12,305.0600,305.5900,303.1000,304.3200,5231900
2025-09-15,303.8200,307.2300,303.0100,307.1700,5390200
2025-09-16,308.4300,308.6700,305.5700,307.2100,4227600
2025-09-17,306.5000,307.1500,301.3700,305.2500,9647700
2025-09-18,313.5500,318.6200,312.6000,316.9700,16335600
2025-09-19,316.4000,316.5100,313.4300,315.7100,8381600
2025-09-22,316.2700,323.1400,316.0000,322.1700,11618100
2025-09-23,323.1600,325.3600,320.0200,321.7000,9159000
2025-09-24,321.4000,321.9600,317.4700,321.1100,8632200
2025-09-25,316.2900,322.0300,313.6000,321.0600,9592900
2025-09-26,321.6400,322.4200,318.1400,321.8200,6886100
2025-09-29,324.6500,326.8300,322.4700,322.6600,5833600
2025-09-30,322.7500,326.7200,322.4300,326.3600,7459900
2025-10-01,324.2800,334.1100,324.1100,333.6900,9911800
2025-10-02,339.6600,340.0000,336.5600,338.2400,8092600
2025-10-03,339.4100,340.7800,335.1800,336.6800,7770000
2025-10-06,345.4600,348.5300,343.3800,343.3800,10263200
2025-10-07,346.2900,346.6700,336.5600,337.0500,9365700
2025-10-08,336.7300,346.4600,336.4200,346.0700,7841500
2025-10-09,346.0400,347.1000,342.4000,345.2100,5565500
2025-10-10,345.9700,346.4900,324.8300,325.3400,18804500
2025-10-13,337.4800,341.0900,335.0000,339.7500,11760200
2025-10-14,333.0600,339.0600,330.2500,333.5000,7296700
2025-10-15,342.1000,343.0800,335.5100,341.7800,8283800
2025-10-16,346.1700,347.0900,339.8100,343.3000,9047500
2025-10-17,341.2200,344.9300,338.1400,342.8300,8396300
2025-10-20,346.0000,350.0500,345.6600,347.2200,6436900
2025-10-21,347.0600,347.1000,343.1600,345.3000,4391800
2025-10-22,342.8600,344.8600,332.4000,338.6000,8014200
2025-10-23,337.0500,345.9100,336.7300,344.8000,6422600
2025-10-24,350.5800,352.9400,349.8200,351.1400,5649300
2025-10-27,357.6700,360.6000,356.2100,359.9400,6663400
2025-10-28,359.6100,364.6700,358.4600,363.1100,5086000
2025-10-29,369.0800,372.7800,365.8200,368.6100,8102600
2025-10-30,367.4300,369.8600,363.5500,363.7300,6932700
2025-10-31,366.8800,368.4300,360.5000,363.0200,4917900
2025-11-03,367.6900,369.4700,364.6900,366.1000,4470500
2025-11-04,357.9800,361.7900,351.8000,352.7600,8269000
2025-11-05,353.1000,364.2800,352.7200,359.5000,8605400
2025-11-06,359.5900,360.1500,348.7100,351.0900,9600500
2025-11-07,346.5400,348.1800,336.6800,348.1200,14723200
2025-11-10,357.5500,360.0000,353.9500,358.7900,9180700
2025-11-11,355.2500,356.0400,349.7400,351.0500,7661200
2025-11-12,356.2000,357.4800,352.9400,355.5300,5870700
2025-11-13,351.6300,352.8800,341.2500,344.8200,10654800
2025-11-14,335.2400,348.9100,333.7500,344.9800,12271200
2025-11-17,341.9400,348.3400,337.0500,340.3000,6921300
2025-11-18,335.7500,337.7900,329.1200,333.2900,12933100
2025-11-19,334.8100,343.0600,333.4600,339.4400,9842300
2025-11-20,348.8600,349.7800,323.6900,325.1000,14686700
2025-11-21,325.0000,331.6200,315.0500,326.1300,17298700
2025-11-24,329.0000,340.5700,328.8300,339.1200,10650900
2025-11-25,334.7300,340.7200,327.3500,340.0100,12052700
2025-11-26,344.2500,350.3000,343.4300,347.7100,5533300
2025-11-28,349.1700,352.5700,347.7100,352.2800,3352700
2025-12-01,348.8500,355.0100,348.0600,352.9600,3902000
2025-12-02,355.8500,360.7900,354.1500,359.4300,6657900
2025-12-03,359.7000,364.5800,356.2300,364.3700,4642700
2025-12-04,363.2600,364.3700,359.6000,361.6000,3971800
2025-12-05,364.4600,368.5800,363.5400,364.4200,3619200
2025-12-08,368.1000,370.7200,365.7400,368.5500,4334300
2025-12-09,367.0400,369.5600,365.3500,369.0000,3173300
2025-12-10,368.9100,375.5900,366.9300,374.1000,5653300
2025-12-11,369.7800,371.2200,361.6800,370.8900,7499900
2025-12-12,366.9900,367.5600,352.8800,354.1200,12705900
2025-12-15,358.1300,359.2000,352.1900,352.9000,5605800
2025-12-16,351.5700,354.3900,348.3100,351.9400,5849200
2025-12-17,352.8900,352.8900,338.0600,339.2400,10780400
2025-12-18,350.8400,352.0900,345.8300,347.2500,8260200
2025-12-19,350.3100,358.5300,350.3100,356.2300,8838700
2025-12-22,362.4100,362.4800,357.7700,359.7000,4799500
2025-12-23,358.6000,363.3000,358.0600,363.1600,3542100
2025-12-24,362.7000,364.5400,362.1500,364.1700,1640500
2025-12-26,366.0700,367.3500,364.4900,365.8600,2921300
2025-12-29,362.6600,365.8200,360.8200,364.2100,4874400
2025-12-30,365.1600,366.2400,363.0700,363.3100,2927000
2025-12-31,364.8300,365.5700,360.0700,360.1300,2687300
2026-01-02,368.9500,376.3400,368.8400,373.3000,8972400
2026-01-05,381.7200,383.9900,376.9400,377.5900,9071300
2026-01-06,382.4000,389.3700,382.1400,387.6200,10201200
2026-01-07,385.2000,387.8100,383.5900,385.0200,6058900
2026-01-08,384.5600,384.7400,375.8600,378.9800,5724000
2026-01-09,382.2800,390.8800,380.0800,389.2200,6490800
2026-01-12,385.6700,391.9800,385.6700,390.6600,5532000
2026-01-13,392.2700,396.1000,390.3800,391.5300,5281600
2026-01-14,388.9600,389.3400,383.8100,388.3500,6696500
2026-01-15,401.0700,403.6200,396.1200,396.4100,9948100
2026-01-16,402.8500,405.3100,398.4200,400.3900,5485900
2026-01-20,393.1600,397.1600,389.4300,390.3900,7158500
2026-01-21,394.7500,405.8800,393.3700,401.9300,8754600
2026-01-22,408.1800,408.7300,401.5700,402.8200,5462600
2026-01-23,400.5000,403.0900,397.5300,400.0900,5869500
2026-01-26,398.4000,400.7400,396.2200,398.8200,4326900
2026-01-27,403.9000,409.3900,402.2100,407.2500,6145600
2026-01-28,415.3400,418.4900,413.1300,416.6300,7641900
2026-01-29,417.4400,420.6000,403.1700,417.5200,9352500
2026-01-30,411.2800,416.6400,400.5800,403.4600,9029000
2026-02-02,398.8600,412.0400,398.4300,407.9700,5946300
2026-02-03,411.0300,412.5800,390.5200,397.6800,12188600
2026-02-04,394.6700,396.7100,374.2400,382.0200,16908500
2026-02-05,379.1400,388.0800,375.5600,381.0700,12007800
2026-02-06,389.2000,403.0800,387.1900,401.6500,13460300
2026-02-09,398.9100,409.6900,397.0000,406.6500,5915200
2026-02-10,408.1800,408.8000,401.8300,404.7600,5645300
2026-02-11,413.8400,418.0800,406.3600,414.7800,6211200
2026-02-12,418.3300,420.0400,405.2800,406.1100,7379100
2026-02-13,408.1500,412.0700,402.4900,407.7200,6481600
2026-02-17,402.7100,410.8700,397.7700,407.5100,7312700
2026-02-18,411.4400,417.0400,408.7200,412.5500,5839900
2026-02-19,408.7100,411.0000,405.5600,410.2000,4056400
2026-02-20,407.6600,416.8300,407.1800,415.0300,5715800
2026-02-23,413.5700,417.7000,409.2800,412.8800,5842800
2026-02-24,417.2200,421.6700,411.6700,419.1600,7828900
2026-02-25,424.3500,427.9400,423.6800,426.1600,7714500
2026-02-26,423.7200,423.7200,405.5600,412.0100,14811300
2026-02-27,403.2600,409.2400,401.8800,406.3700,9049100
2026-03-02,397.2500,407.3600,396.9200,406.3900,11490200
2026-03-03,391.3600,394.5400,385.9300,391.0600,13768900
2026-03-04,396.2500,401.2300,393.1000,399.1000,8767200
2026-03-05,396.0600,401.1100,386.7500,395.3500,11793700
2026-03-06,384.9700,392.6700,378.5300,380.5600,12423200
2026-03-09,375.7600,395.3600,374.1600,394.3700,16338100
2026-03-10,394.0000,403.8800,394.0000,397.3300,13687700
2026-03-11,400.0100,404.3900,398.6900,401.0300,6024900
2026-03-12,395.4600,396.0600,386.7400,388.1300,9845200
2026-03-13,392.3200,396.3300,386.0700,387.3300,7636100
2026-03-16,395.1400,399.4800,392.6400,393.9200,10317600
2026-03-17,397.1600,397.6100,393.2200,396.8800,6646300
2026-03-18,396.9600,399.6900,393.4700,393.6700,8372400
2026-03-19,384.0000,397.5300,381.4400,394.9200,12674800
2026-03-20,394.1100,395.7300,380.8700,384.7400,12846800
2026-03-23,393.3600,399.2800,389.4400,391.3600,12742300
2026-03-24,388.0300,396.8800,387.6200,394.5900,6177200
2026-03-25,398.3600,402.5000,395.7400,399.0200,7367300
2026-03-26,391.9600,392.5400,388.3300,389.2400,1164911
