Date,Open,High,Low,Close,Volume
2024-09-27,228.4600,229.5200,227.3000,227.7900,34026000
2024-09-30,230.0400,233.0000,229.6500,233.0000,54541900
2024-10-01,229.5200,229.6500,223.7400,226.2100,63285000
2024-10-02,225.8900,227.3700,223.0200,226.7800,32880600
2024-10-03,225.1400,226.8100,223.3200,225.6700,34044200
2024-10-04,227.9000,228.0000,224.1300,226.8000,37245100
2024-10-07,224.5000,225.6900,221.3300,221.6900,39505400
2024-10-08,224.3000,225.9800,223.2500,225.7700,31855700
2024-10-09,225.2300,229.7500,224.8300,229.5400,33591100
2024-10-10,227.7800,229.5000,227.1700,229.0400,28183500
2024-10-11,229.3000,229.4100,227.3400,227.5500,31759200
2024-10-14,228.7000,231.7300,228.6000,231.3000,39882100
2024-10-15,233.6100,237.4900,232.3700,233.8500,64751400
2024-10-16,231.6000,232.1200,229.8400,231.7800,34082200
2024-10-17,233.4300,233.8500,230.5200,232.1500,32993800
2024-10-18,236.1800,236.1800,234.0100,235.0000,46431500
2024-10-21,234.4500,236.8500,234.4500,236.4800,36254500
2024-10-22,233.8900,236.2200,232.6000,235.8600,38846600
2024-10-23,234.0800,235.1400,227.7600,230.7600,52287000
2024-10-24,229.9800,230.8200,228.4100,230.5700,31109500
2024-10-25,229.7400,233.2200,229.5700,231.4100,38802300
2024-10-28,233.3200,234.7300,232.5500,233.4000,36087100
2024-10-29,233.1000,234.3300,232.3200,233.6700,35417200
2024-10-30,232.6100,233.4700,229.5500,230.1000,47070900
2024-10-31,229.3400,229.8300,225.3700,225.9100,64370100
2024-11-01,220.9700,225.3500,220.2700,222.9100,65276700
2024-11-04,220.9900,222.7900,219.7100,222.0100,44944500
2024-11-05,221.8000,223.9500,221.1400,223.4500,28111300
2024-11-06,222.6100,226.0700,221.1900,222.7200,54561100
2024-11-07,224.6300,227.8800,224.5700,227.4800,42137700
2024-11-08,227.1700,228.6600,226.4100,226.9600,38328800
2024-11-11,225.0000,225.7000,221.5000,224.2300,42005600
2024-11-12,224.5500,225.5900,223.3600,224.2300,40398300
2024-11-13,224.0100,226.6500,222.7600,225.1200,48566200
2024-11-14,225.0200,228.8700,225.0000,228.2200,44923900
2024-11-15,226.4000,226.9200,224.2700,225.0000,47923700
2024-11-18,225.2500,229.7400,225.1700,228.0200,44633700
2024-11-19,226.9800,230.1600,226.6600,228.2800,36211800
2024-11-20,228.0600,229.9300,225.8900,229.0000,35169600
2024-11-21,228.8800,230.1600,225.7100,228.5200,42108300
2024-11-22,228.0600,230.7200,228.0600,229.8700,38168300
2024-11-25,231.4600,233.2500,229.7400,232.8700,90152800
2024-11-26,233.3300,235.5700,233.3300,235.0600,45986200
2024-11-27,234.4700,235.6900,233.8100,234.9300,33498400
2024-11-29,234.8100,237.8100,233.9700,237.3300,28481400
2024-12-02,237.2700,240.7900,237.1600,239.5900,48137100
2024-12-03,239.8100,242.7600,238.9000,242.6500,38861000
2024-12-04,242.8700,244.1100,241.2500,243.0100,44383900
2024-12-05,243.9900,244.5400,242.1300,243.0400,40033900
2024-12-06,242.9100,244.6300,242.0800,242.8400,36870600
2024-12-09,241.8300,247.2400,241.7500,246.7500,44649200
2024-12-10,246.8900,248.2100,245.3400,247.7700,36914800
2024-12-11,247.9600,250.8000,246.2600,246.4900,45205800
2024-12-12,246.8900,248.7400,245.6800,247.9600,32777500
2024-12-13,247.8200,249.2900,246.2400,248.1300,33155300
2024-12-16,247.9900,251.3800,247.6500,251.0400,51694800
2024-12-17,250.0800,253.8300,249.7800,253.4800,51356400
2024-12-18,252.1600,254.2800,247.7400,248.0500,56774100
2024-12-19,247.5000,252.0000,247.0900,249.7900,60882300
2024-12-20,248.0400,255.0000,245.6900,254.4900,147495300
2024-12-23,254.7700,255.6500,253.4500,255.2700,40858800
2024-12-24,255.4900,258.2100,255.2900,258.2000,23234700
2024-12-26,258.1900,260.1000,257.6300,259.0200,27237100
2024-12-27,257.8300,258.7000,253.0600,255.5900,42355300
2024-12-30,252.2300,253.5000,250.7500,252.2000,35557500
2024-12-31,252.4400,253.2800,249.4300,250.4200,39480700
2025-01-02,248.9300,249.1000,241.8200,243.8500,55740700
2025-01-03,243.3600,244.1800,241.8900,243.3600,40244100
2025-01-06,244.3100,247.3300,243.2000,245.0000,45045600
2025-01-07,242.9800,245.5500,241.3500,242.2100,40856000
2025-01-08,241.9200,243.7100,240.0500,242.7000,37628900
2025-01-10,240.0100,240.1600,233.0000,236.8500,61710900
2025-01-13,233.5300,234.6700,229.7200,234.4000,49630700
2025-01-14,234.7500,236.1200,232.4700,233.2800,39435300
2025-01-15,234.6400,238.9600,234.4300,237.8700,39832000
2025-01-16,237.3500,238.0100,228.0300,228.2600,71759100
2025-01-17,232.1200,232.2900,228.4800,229.9800,68488300
2025-01-21,224.0000,224.4200,219.3800,222.6400,98070400
2025-01-22,219.7900,224.1200,219.7900,223.8300,64126500
2025-01-23,224.7400,227.0300,222.3000,223.6600,60234800
2025-01-24,224.7800,225.6300,221.4100,222.7800,54697900
2025-01-27,224.0200,232.1500,223.9800,229.8600,94863400
2025-01-28,230.8500,240.1900,230.8100,238.2600,75707600
2025-01-29,234.1200,239.8600,234.0100,239.3600,45486100
2025-01-30,238.6700,240.7900,237.2100,237.5900,55658300
2025-01-31,247.1900,247.1900,233.4400,236.0000,100959800
2025-02-03,229.9900,231.8300,225.7000,228.0100,73063300
2025-02-04,227.2500,233.1300,226.6500,232.8000,45067300
2025-02-05,228.5300,232.6700,228.2700,232.4700,39620300
2025-02-06,231.2900,233.8000,230.4300,233.2200,29925300
2025-02-07,232.6000,234.0000,227.2600,227.6300,39707200
2025-02-10,229.5700,230.5900,227.2000,227.6500,33115600
2025-02-11,228.2000,235.2300,228.1300,232.6200,53718400
2025-02-12,231.2000,236.9600,230.6800,236.8700,45243300
2025-02-13,236.9100,242.3400,235.5700,241.5300,53614100
2025-02-14,241.2500,245.5500,240.9900,244.6000,40896200
2025-02-18,244.1500,245.1800,241.8400,244.4700,48822500
2025-02-19,244.6600,246.0100,243.1600,244.8700,32204200
2025-02-20,244.9400,246.7800,244.2900,245.8300,32316900
2025-02-21,245.9500,248.6900,245.2200,245.5500,53197400
2025-02-24,244.9300,248.8600,244.4200,247.1000,51326400
2025-02-25,248.0000,250.0000,244.9100,247.0400,48013300
2025-02-26,244.3300,244.9800,239.1300,240.3600,44433600
2025-02-27,239.4100,242.4600,237.0600,237.3000,41153600
2025-02-28,236.9500,242.0900,230.2000,241.8400,56833400
2025-03-03,241.7900,244.0300,236.1100,238.0300,47184000
2025-03-04,237.7100,240.0700,234.6800,235.9300,53798100
2025-03-05,235.4200,236.5500,229.2300,235.7400,47227600
2025-03-06,234.4400,237.8600,233.1600,235.3300,45170400
2025-03-07,235.1100,241.3700,234.7600,239.0700,46273600
2025-03-10,235.5400,236.1600,224.2200,227.4800,72071200
2025-03-11,223.8100,225.8400,217.4500,220.8400,76137400
2025-03-12,220.1400,221.7500,214.9100,216.9800,62547500
2025-03-13,215.9500,216.8400,208.4200,209.6800,61368300
2025-03-14,211.2500,213.9500,209.5800,213.4900,60107600
2025-03-17,213.3100,215.2200,209.9700,214.0000,48073400
2025-03-18,214.1600,215.1500,211.4900,212.6900,42432400
2025-03-19,214.2200,218.7600,213.7500,215.2400,54385400
2025-03-20,213.9900,217.4900,212.2200,214.1000,48862900
2025-03-21,211.5600,218.8400,211.2800,218.2700,94127800
2025-03-24,221.0000,221.4800,218.5800,220.7300,44299500
2025-03-25,220.7700,224.1000,220.0800,223.7500,34493600
2025-03-26,223.5100,225.0200,220.4700,221.5300,34466100
2025-03-27,221.3900,224.9900,220.5600,223.8500,37094800
2025-03-28,221.6700,223.8100,217.6800,217.9000,39818600
2025-03-31,217.0100,225.6200,216.2300,222.1300,65299300
2025-04-01,219.8100,223.6800,218.9000,223.1900,36412700
2025-04-02,221.3200,225.1900,221.0200,223.8900,35905900
2025-04-03,205.5400,207.4900,201.2500,203.1900,103419000
2025-04-04,193.8900,199.8800,187.3400,188.3800,125910900
2025-04-07,177.2000,194.1500,174.6200,181.4600,160466300
2025-04-08,186.7000,190.3400,169.2100,172.4200,120859500
2025-04-09,171.9500,200.6100,171.8900,198.8500,184395900
2025-04-10,189.0700,194.7800,183.0000,190.4200,121880000
2025-04-11,186.1000,199.5400,186.0600,198.1500,87435900
2025-04-14,211.4400,212.9400,201.1600,202.5200,101352900
2025-04-15,201.8600,203.5100,199.8000,202.1400,51343900
2025-04-16,198.3600,200.7000,192.3700,194.2700,59732400
2025-04-17,197.2000,198.8300,194.4200,196.9800,52164700
2025-04-21,193.2700,193.8000,189.8100,193.1600,46742500
2025-04-22,196.1200,201.5900,195.9700,199.7400,52976400
2025-04-23,206.0000,208.0000,202.8000,204.6000,52929200
2025-04-24,204.8900,208.8300,202.9400,208.3700,47311000
2025-04-25,206.3700,209.7500,206.2000,209.2800,38222300
2025-04-28,210.0000,211.5000,207.4600,210.1400,38743100
2025-04-29,208.6900,212.2400,208.3700,211.2100,36827600
2025-04-30,209.3000,213.5800,206.6700,212.5000,52286500
2025-05-01,209.0800,214.5600,208.9000,213.3200,57365700
2025-05-02,206.0900,206.9900,202.1600,205.3500,101010600
2025-05-05,203.1000,204.1000,198.2100,198.8900,69018500
2025-05-06,198.2100,200.6500,197.0200,198.5100,51216500
2025-05-07,199.1700,199.4400,193.2500,196.2500,68536700
2025-05-08,197.7200,200.0500,194.6800,197.4900,50478900
2025-05-09,199.0000,200.5400,197.5400,198.5300,36453900
2025-05-12,210.9700,211.2700,206.7500,210.7900,63775800
2025-05-13,210.4300,213.4000,209.0000,212.9300,51909300
2025-05-14,212.4300,213.9400,210.5800,212.3300,49325800
2025-05-15,210.9500,212.9600,209.5400,211.4500,45029500
2025-05-16,212.3600,212.5700,209.7700,211.2600,54737900
2025-05-19,207.9100,209.4800,204.2600,208.7800,46140500
2025-05-20,207.6700,208.4700,205.0300,206.8600,42496600
2025-05-21,205.1700,207.0400,200.7100,202.0900,59211800
2025-05-22,200.7100,202.7500,199.7000,201.3600,46742400
2025-05-23,193.6700,197.7000,193.4600,195.2700,78432900
2025-05-27,198.3000,200.7400,197.4300,200.2100,56288500
2025-05-28,200.5900,202.7300,199.9000,200.4200,45339700
2025-05-29,203.5800,203.8100,198.5100,199.9500,51396800
2025-05-30,199.3700,201.9600,196.7800,200.8500,70819900
2025-06-02,200.2800,202.1300,200.1200,201.7000,35423300
2025-06-03,201.3500,203.7700,200.9600,203.2700,46381600
2025-06-04,202.9100,206.2400,202.1000,202.8200,43604000
2025-06-05,203.5000,204.7500,200.1500,200.6300,55126100
2025-06-06,203.0000,205.7000,202.0500,203.9200,46607700
2025-06-09,204.3900,206.0000,200.0200,201.4500,72862600
2025-06-10,200.6000,204.3500,200.5700,202.6700,54672600
2025-06-11,203.5000,204.5000,198.4100,198.7800,60989900
2025-06-12,199.0800,199.6800,197.3600,199.2000,43904600
2025-06-13,199.7300,200.3700,195.7000,196.4500,51447300
2025-06-16,197.3000,198.6900,196.5600,198.4200,43020700
2025-06-17,197.2000,198.3900,195.2100,195.6400,38856200
2025-06-18,195.9400,197.5700,195.0700,196.5800,45394700
2025-06-20,198.2400,201.7000,196.8600,201.0000,96813500
2025-06-23,201.6300,202.3000,198.9600,201.5000,55814300
2025-06-24,202.5900,203.4400,200.2000,200.3000,54064000
2025-06-25,201.4500,203.6700,200.6200,201.5600,39525700
2025-06-26,201.4300,202.6400,199.4600,201.0000,50799100
2025-06-27,201.8900,203.2200,200.0000,201.0800,73188600
2025-06-30,202.0100,207.3900,199.2600,205.1700,91912800
2025-07-01,206.6700,210.1900,206.1400,207.8200,78788900
2025-07-02,208.9100,213.3400,208.1400,212.4400,67941800
2025-07-03,212.1500,214.6500,211.8100,213.5500,34955800
2025-07-07,212.6800,216.2300,208.8000,209.9500,50229000
2025-07-08,210.1000,211.4300,208.4500,210.0100,42848900
2025-07-09,209.5300,211.3300,207.2200,211.1400,48749400
2025-07-10,210.5100,213.4800,210.0300,212.4100,44443600
2025-07-11,210.5700,212.1300,209.8600,211.1600,39765800
2025-07-14,209.9300,210.9100,207.5400,208.6200,38840100
2025-07-15,209.2200,211.8900,208.9200,209.1100,42296300
2025-07-16,210.3000,212.4000,208.6400,210.1600,47490500
2025-07-17,210.5700,211.8000,209.5900,210.0200,48068100
2025-07-18,210.8700,211.7900,209.7000,211.1800,48974600
2025-07-21,212.1000,215.7800,211.6300,212.4800,51377400
2025-07-22,213.1400,214.9500,212.2300,214.4000,46404100
2025-07-23,215.0000,215.1500,212.4100,214.1500,46989300
2025-07-24,213.9000,215.6900,213.5300,213.7600,46022600
2025-07-25,214.7000,215.2400,213.4000,213.8800,40268800
2025-07-28,214.0300,214.8500,213.0600,214.0500,37858000
2025-07-29,214.1800,214.8100,210.8200,211.2700,51411700
2025-07-30,211.9000,212.3900,207.7200,209.0500,45512500
2025-07-31,208.4900,209.8400,207.1600,207.5700,80698400
2025-08-01,210.8700,213.5800,201.5000,202.3800,104434500
2025-08-04,204.5100,207.8800,201.6800,203.3500,75109300
2025-08-05,203.4000,205.3400,202.1600,202.9200,44155100
2025-08-06,205.6300,215.3800,205.5900,213.2500,108483100
2025-08-07,218.8800,220.8500,216.5800,220.0300,90224800
2025-08-08,220.8300,231.0000,219.2500,229.3500,113854000
2025-08-11,227.9200,229.5600,224.7600,227.1800,61806100
2025-08-12,228.0100,230.8000,227.0700,229.6500,55626200
2025-08-13,231.0700,235.0000,230.4300,233.3300,69878500
2025-08-14,234.0600,235.1200,230.8500,232.7800,51916300
2025-08-15,234.0000,234.2800,229.3400,231.5900,56038700
2025-08-18,231.7000,233.1200,230.1100,230.8900,37476200
2025-08-19,231.2800,232.8700,229.3500,230.5600,39402600
2025-08-20,229.9800,230.4700,225.7700,226.0100,42263900
2025-08-21,226.2700,226.5200,223.7800,224.9000,30621200
2025-08-22,226.1700,229.0900,225.4100,227.7600,42477800
2025-08-25,226.4800,229.3000,226.2300,227.1600,30983100
2025-08-26,226.8700,229.4900,224.6900,229.3100,54575100
2025-08-27,228.6100,230.9000,228.2600,230.4900,31259500
2025-08-28,230.8200,233.4100,229.3400,232.5600,38074700
2025-08-29,232.5100,233.3800,231.3700,232.1400,39418400
2025-09-02,229.2500,230.8500,226.9700,229.7200,44075600
2025-09-03,237.2100,238.8500,234.3600,238.4700,66427800
2025-09-04,238.4500,239.9000,236.7400,239.7800,47549400
2025-09-05,240.0000,241.3200,238.4900,239.6900,54870400
2025-09-08,239.3000,240.1500,236.3400,237.8800,48999500
2025-09-09,237.0000,238.7800,233.3600,234.3500,66313900
2025-09-10,232.1900,232.4200,225.9500,226.7900,83440800
2025-09-11,226.8800,230.4500,226.6500,230.0300,50208600
2025-09-12,229.2200,234.5100,229.0200,234.0700,55824200
2025-09-15,237.0000,238.1900,235.0300,236.7000,42699500
2025-09-16,237.1800,241.2200,236.3200,238.1500,63421100
2025-09-17,238.9700,240.1000,237.7300,238.9900,46508000
2025-09-18,239.9700,241.2000,236.6500,237.8800,44249600
2025-09-19,241.2300,246.3000,240.2100,245.5000,163741300
2025-09-22,248.3000,256.6400,248.1200,256.0800,105517400
2025-09-23,255.8800,257.3400,253.5800,254.4300,60275200
2025-09-24,255.2200,255.7400,251.0400,252.3100,42303700
2025-09-25,253.2100,257.1700,251.7100,256.8700,55202100
2025-09-26,254.1000,257.6000,253.7800,255.4600,46076300
2025-09-29,254.5600,255.0000,253.0100,254.4300,40127700
2025-09-30,254.8600,255.9200,253.1100,254.6300,37704300
2025-10-01,255.0400,258.7900,254.9300,255.4500,48713900
2025-10-02,256.5800,258.1800,254.1500,257.1300,42630200
2025-10-03,254.6700,259.2400,253.9500,258.0200,49155600
2025-10-06,257.9900,259.0700,255.0500,256.6900,44664100
2025-10-07,256.8100,257.4000,255.4300,256.4800,31955800
2025-10-08,256.5200,258.5200,256.1100,258.0600,36496900
2025-10-09,257.8100,258.0000,253.1400,254.0400,38322000
2025-10-10,254.9400,256.3800,244.0000,245.2700,61999100
2025-10-13,249.3800,249.6900,245.5600,247.6600,38142900
2025-10-14,246.6000,248.8500,244.7000,247.7700,35478000
2025-10-15,249.4900,251.8200,247.4700,249.3400,33893600
2025-10-16,248.2500,249.0400,245.1300,247.4500,39777000
2025-10-17,248.0200,253.3800,247.2700,252.2900,49147000
2025-10-20,255.8900,264.3800,255.6300,262.2400,90483000
2025-10-21,261.8800,265.2900,261.8300,262.7700,46695900
2025-10-22,262.6500,262.8500,255.4300,258.4500,45015300
2025-10-23,259.9400,260.6200,258.0100,259.5800,32754900
2025-10-24,261.1900,264.1300,259.1800,262.8200,38253700
2025-10-27,264.8800,269.1200,264.6500,268.8100,44888200
2025-10-28,268.9900,269.8900,268.1500,269.0000,41534800
2025-10-29,269.2800,271.4100,267.1100,269.7000,51086700
2025-10-30,271.9900,274.1400,268.4800,271.4000,69886500
2025-10-31,276.9900,277.3200,269.1600,270.3700,86167100
2025-11-03,270.4200,270.8500,266.2500,269.0500,50194600
2025-11-04,268.3300,271.4900,267.6200,270.0400,49274800
2025-11-05,268.6100,271.7000,266.9300,270.1400,43683100
2025-11-06,267.8900,273.4000,267.8900,269.7700,51204000
2025-11-07,269.8000,272.2900,266.7700,268.4700,48227400
2025-11-10,268.9600,273.7300,267.4600,269.4300,41312400
2025-11-11,269.8100,275.9100,269.8000,275.2500,46208300
2025-11-12,275.0000,275.7300,271.7000,273.4700,48398000
2025-11-13,274.1100,276.7000,272.0900,272.9500,49602800
2025-11-14,271.0500,275.9600,269.6000,272.4100,47431300
2025-11-17,268.8200,270.4900,265.7300,267.4600,45018300
2025-11-18,269.9900,270.7100,265.3200,267.4400,45677300
2025-11-19,265.5300,272.2100,265.5000,268.5600,40424500
2025-11-20,270.8300,275.4300,265.9200,266.2500,45823600
2025-11-21,265.9500,273.3300,265.6700,271.4900,59030800
2025-11-24,270.9000,277.0000,270.9000,275.9200,65585800
2025-11-25,275.2700,280.3800,275.2500,276.9700,46914200
2025-11-26,276.9600,279.5300,276.6300,277.5500,33431400
2025-11-28,277.2600,279.0000,275.9900,278.8500,20135600
2025-12-01,278.0100,283.4200,276.1400,283.1000,46587700
2025-12-02,283.0000,287.4000,282.6300,286.1900,53669500
2025-12-03,286.2000,288.6200,283.3000,284.1500,43538700
2025-12-04,284.1000,284.7300,278.5900,280.7000,43989100
2025-12-05,280.5400,281.1400,278.0500,278.7800,47265800
2025-12-08,278.1300,279.6700,276.1500,277.8900,38211800
2025-12-09,278.1600,280.0300,276.9200,277.1800,32193300
2025-12-10,277.7500,279.7500,276.4400,278.7800,33038300
2025-12-11,279.1000,279.5900,273.8100,278.0300,33248000
2025-12-12,277.9000,279.2200,276.8200,278.2800,39532900
2025-12-15,280.1500,280.1500,272.8400,274.1100,50409100
2025-12-16,272.8200,275.5000,271.7900,274.6100,37648600
2025-12-17,275.0100,276.1600,271.6400,271.8400,50138700
2025-12-18,273.6100,273.6300,266.9500,272.1900,51630700
2025-12-19,272.1500,274.6000,269.9000,273.6700,144632000
2025-12-22,272.8600,273.8800,270.5100,270.9700,36571800
2025-12-23,270.8400,272.5000,269.5600,272.3600,29642000
2025-12-24,272.3400,275.4300,272.2000,273.8100,17910600
2025-12-26,274.1600,275.3700,272.8600,273.4000,21521800
2025-12-29,272.6900,274.3600,272.3500,273.7600,23715200
2025-12-30,272.8100,274.0800,272.2800,273.0800,22139600
2025-12-31,273.0600,273.6800,271.7500,271.8600,27293600
2026-01-02,272.2600,277.8400,269.0000,271.0100,37838100
2026-01-05,270.6400,271.5100,266.1400,267.2600,45647200
2026-01-06,267.0000,267.5500,262.1200,262.3600,52352100
2026-01-07,263.2000,263.6800,259.8100,260.3300,48309800
2026-01-08,257.0200,259.2900,255.7000,259.0400,50419300
2026-01-09,259.0800,260.2100,256.2200,259.3700,39997000
2026-01-12,259.1600,261.3000,256.8000,260.2500,45263800
2026-01-13,258.7200,261.8100,258.3900,261.0500,45730800
2026-01-14,259.4900,261.8200,256.7100,259.9600,40019400
2026-01-15,260.6500,261.0400,257.0500,258.2100,39388600
2026-01-16,257.9000,258.9000,254.9300,255.5300,72142800
2026-01-20,252.7300,254.7900,243.4200,246.7000,80267500
2026-01-21,248.7000,251.5600,245.1800,247.6500,54641700
2026-01-22,249.2000,251.0000,248.1500,248.3500,39708300
2026-01-23,247.3200,249.4100,244.6800,248.0400,41689000
2026-01-26,251.4800,256.5600,249.8000,255.4100,55969200
2026-01-27,259.1700,261.9500,258.2100,258.2700,49648300
2026-01-28,257.6500,258.8600,254.5100,256.4400,41288000
2026-01-29,258.0000,259.6500,254.4100,258.2800,67253000
2026-01-30,255.1700,261.9000,252.1800,259.4800,92443400
2026-02-02,260.0300,270.4900,259.2100,270.0100,73913400
2026-02-03,269.2000,271.8800,267.6100,269.4800,64394700
2026-02-04,272.2900,278.9500,272.2900,276.4900,90545700
2026-02-05,278.1300,279.5000,273.2300,275.9100,52977400
2026-02-06,277.1200,280.9100,276.9300,278.1200,50453400
2026-02-09,277.9100,278.2000,271.7000,274.6200,44623400
2026-02-10,274.8900,275.3700,272.9400,273.6800,34376900
2026-02-11,274.7000,280.1800,274.4500,275.5000,51931300
2026-02-12,275.5900,275.7200,260.1800,261.7300,81077200
2026-02-13,262.0100,262.2300,255.4500,255.7800,56290700
2026-02-17,258.0500,266.2900,255.5400,263.8800,58469100
2026-02-18,263.6000,266.8200,262.4500,264.3500,34203300
2026-02-19,262.6000,264.4800,260.0500,260.5800,30845300
2026-02-20,258.9700,264.7500,258.1600,264.5800,42070500
2026-02-23,263.4900,269.4300,263.3800,266.1800,37308200
2026-02-24,267.8600,274.8900,267.7100,272.1400,47014600
2026-02-25,271.7800,274.9400,271.0500,274.2300,33714300
2026-02-26,274.9500,276.1100,270.8000,272.9500,32345100
2026-02-27,272.8100,272.8100,262.8900,264.1800,72366500
2026-03-02,262.4100,266.5300,260.2000,264.7200,41827900
2026-03-03,263.4800,265.5600,260.1300,263.7500,38568900
2026-03-04,264.6500,266.1500,261.4200,262.5200,39803100
2026-03-05,260.7900,261.5600,257.2500,260.2900,49658600
2026-03-06,258.6300,258.7700,254.3700,257.4600,41120000
2026-03-09,255.6900,261.1500,253.6800,259.8800,38218500
2026-03-10,257.6500,262.4800,256.9500,260.8300,30590800
2026-03-11,261.0900,262.1300,259.5500,260.8100,26218900
2026-03-12,258.6600,258.9500,254.1800,255.7600,40794000
2026-03-13,255.4800,256.3300,249.5200,250.1200,36930000
2026-03-16,252.1100,253.8900,249.8800,252.8200,32074200
2026-03-17,252.9600,255.1300,252.1800,254.2300,32361600
2026-03-18,252.6300,254.9400,249.0000,249.9400,35757900
2026-03-19,249.4000,251.8300,247.3000,248.9600,34864100
2026-03-20,247.9800,249.2000,246.0000,247.9900,88331100
2026-03-23,253.9700,254.6000,250.2800,251.4900,40546100
2026-03-24,250.3500,254.8300,249.5500,251.6400,45152300
2026-03-25,254.1000,255.0000,251.6000,252.6200,28436700
2026-03-26,251.9950,254.0900,250.7750,254.0600,3853153
